time,value
0.0,0.09934283060224654
0.010001666944490749,0.021309648966893375
0.020003333888981498,0.22713612816742734
0.030005000833472247,0.4501892859923253
0.040006667777962995,0.14576643994186037
0.050008334722453744,0.19149883043226282
0.06001000166694449,0.5983081687403664
0.07001166861143523,0.4782077863239173
0.08001333555592599,0.27091519131800396
0.09001500250041675,0.5109778885689363
0.10001666944490749,0.344753557928671
0.11001833638939823,0.3763444968959516
0.12002000333388899,0.5468045799390783
0.13002167027837974,0.14135316343050042
0.14002333722287047,0.20112739937977536
0.15002500416736123,0.4521124535541778
0.16002667111185198,0.37669684061300934
0.17002833805634274,0.6529417398446278
0.1800300050008335,0.4153805354503811
0.19003167194532422,0.3174355767522388
0.20003333888981498,0.891935509292272
0.21003500583430573,0.5485656803676973
0.22003667277879646,0.5981814304052158
0.23003833972328722,0.2867809997405177
0.24004000666777797,0.4460952870112549
0.2500416736122687,0.5566956795717962
0.2600433405567595,0.2802863907980577
0.2700450075012502,0.5581935321253912
0.28004667444574094,0.3322728661622498
0.2900483413902317,0.36039085228434
0.30005000833472245,0.26192419820645696
0.31005167527921323,0.7137072250446348
0.32005334222370396,0.2992485969745424
0.3300550091681947,0.047088205967976166
0.3400566761126855,0.3780965646539284
0.3500583430571762,-0.0770486646260101
0.360060010001667,0.16131051550782696
0.3700616769461577,-0.32077585797983454
0.38006334389064844,-0.24333332370830113
0.3900650108351392,0.012673077437919872
0.40006667777962995,0.07216918368900695
0.4100683447241207,-0.08957166504449901
0.42007001166861146,-0.19447007311646233
0.4300716786131022,-0.27791334782929206
0.4400733455575929,-0.5582971094894011
0.4500750125020837,-0.4497100663142626
0.46007667944657443,-0.43897808618755646
0.4700783463910652,-0.17422137546235003
0.48008001333555594,-0.35314525274571257
0.49008168028004667,-0.8078860116615625
0.5000833472245374,-0.4208333858930028
0.5100850141690282,-0.5897993706077717
0.520086681113519,-0.6718795996373966
0.5300883480580096,-0.43429360753969926
0.5400900150025004,-0.36684970830166075
0.5500916819469912,-0.39939188583669016
0.5600933488914819,-0.7621832252790423
0.5700950158359727,-0.6609095433347428
0.5800966827804634,-0.533545732831101
0.5900983497249542,-0.40141986967351606
0.6001000166694449,-0.6851151526137866
0.6101016836139357,-0.6152327950331898
0.6201033505584265,-0.7843325439241757
0.6301050175029171,-0.7835155700863059
0.6401066844474079,-0.35934726853686233
0.6501083513918987,-0.22470166833874844
0.6601100183363894,-0.4811407735796758
0.6701116852808802,-0.23370792662792647
0.680113352225371,-0.3268653544023105
0.6901150191698616,-0.490331803076297
0.7001166861143524,-0.24873396819685767
0.7101183530588432,0.029030261636795007
0.720120020003334,-0.24144801095204696
0.7301216869478246,0.12450292859543993
0.7401233538923154,-0.6652609537621046
0.7501250208368062,0.07112503986215636
0.7601266877812969,-0.027167527380728983
0.7701283547257877,-0.05540254662671924
0.7801300216702785,0.07169760083899572
0.7901316886147691,-0.2955776489671448
0.8001333555592599,0.10591249348807204
0.8101350225037507,0.2681805889917047
0.8201366894482414,0.5379356389065495
0.8301383563927321,0.18268493282229353
0.8401400233372229,0.16671241665380915
0.8501416902817136,0.2679412667984019
0.8601433572262044,0.5887979904104037
0.8701450241706952,0.5061863955068592
0.8801466911151858,0.36626486906415845
0.8901483580596766,0.6035012730791944
0.9001500250041674,0.5455533349362995
0.9101516919486582,0.7416473299418319
0.9201533588931489,0.42563340403567473
0.9301550258376396,0.514861563682621
0.9401566927821304,0.5124508922291391
0.9501583597266211,0.30470672711600466
0.9601600266711119,0.6591860246000487
0.9701616936156027,0.6507233101678208
0.9801633605600933,0.5940929378243412
0.9901650275045841,0.5367548149973151
1.0001666944490748,0.28730678098276724
1.0101683613935657,0.46915590302136245
